Time_Bin,Average_EDA
0,0.018494025
1,0.018632854166666667
2,0.018670229166666667
3,0.018825025
4,0.01882501666666667
5,0.0187823
6,0.020560154166666667
7,0.018899762500000004
8,0.018921120833333336
9,0.018931791666666666
10,0.018926466666666666
11,0.018867741666666667
12,0.018921104166666664
13,0.018985179166666664
14,0.018953141666666666
15,0.018953125
16,0.019006508333333335
17,0.01910794166666667
18,0.019033191666666668
19,0.019091929166666667
20,0.01901720416666667
21,0.01909724583333333
22,0.019171975
23,0.01911327083333333
24,0.019139950000000003
25,0.019139970833333336
26,0.019139950000000003
27,0.01939085
28,0.0195829875
29,0.019823204166666667
30,0.019812520833333333
31,0.019887245833333334
32,0.019908591666666666
33,0.0198392
34,0.019807166666666664
35,0.019695095833333332
36,0.019615020833333333
37,0.01958834166666667
38,0.0194815875
39,0.019417541666666666
40,0.019310762500000002
41,0.0192413875
42,0.0193001125
43,0.019043854166666666
44,0.019038529166666665
45,0.018985170833333335
46,0.018910466666666667
47,0.018787666666666664
48,0.0189318
49,0.018899770833333333
50,0.0189104625
51,0.018889079166666666
52,0.018830358333333335
53,0.0610394625
54,0.09334247500000001
55,0.087131
56,0.3144880875
57,0.20819485833333334
58,0.22901649166666666
59,0.22478797916666665
60,0.23810847083333334
61,0.2168117125
62,0.21048531666666664
63,0.389407125
64,0.40912886666666665
65,0.34196586250000005
66,0.36493368333333337
67,0.5386797708333333
68,0.5148275666666666
69,0.4394484166666667
70,0.40919828333333336
71,0.3697921791666667
72,0.3463491416666667
73,0.31814912916666666
74,0.29836318333333334
75,0.3016893125
76,0.28536833333333333
77,0.28343565833333334
78,0.28508538333333333
79,0.2809370625
80,0.2775522375
81,0.273628125
82,0.281214675
83,0.28367059583333337
84,0.2692875708333334
85,0.27361209583333335
86,0.28385208749999996
87,0.29003452500000004
88,0.29782929166666666
89,0.3006322041666667
90,0.3075193875
91,0.3103970375
92,0.3157572833333333
93,0.3195158791666667
94,0.32751352083333335
95,0.33770015
96,0.34216339999999995
97,0.3536901
98,0.36007544166666666
99,0.36723486250000004
100,0.3708546333333333
101,0.37448509583333334
102,0.3843513375
103,0.3745971875
104,0.37910323333333334
105,0.37262181666666666
106,0.36881519583333333
107,0.3621201875
108,0.35974439583333334
109,0.35395702916666666
110,0.36664756249999997
111,0.3620080583333333
112,0.35520101666666665
113,0.35772629166666664
114,0.36839875
115,0.3707264791666667
116,0.36233376666666667
117,0.36085490416666666
118,0.3616450375
119,0.36748045833333337
120,0.3624992416666667
121,0.3742234791666667
122,0.3676299083333333
123,0.36473625833333334
124,0.35381824166666664
125,0.3705556375
126,0.34664276666666666
127,0.3446193375
128,0.3580946916666667
129,0.3460928791666667
130,0.34487026666666665
131,0.3597283458333333
132,0.36678105833333335
133,0.3834223458333333
134,0.37121766666666667
135,0.36267545
136,0.3490292375
137,0.35878879166666666
138,0.37291009166666667
139,0.3673469583333333
140,0.3555853916666667
141,0.3530387708333333
142,0.35618335
143,0.36115383749999996
144,0.3675178083333333
145,0.3528465375
146,0.35545730000000003
147,0.35745936666666667
148,0.35756078333333335
149,0.35691479583333335
150,0.360091425
151,0.3628836833333333
152,0.3649871791666667
153,0.35803595
154,0.35051880416666664
155,0.3489010708333333
156,0.354805925
157,0.34758242083333335
158,0.3353029583333333
159,0.3415814833333333
160,0.33589556666666665
161,0.3566424666666667
162,0.335431125
163,0.34729944583333333
164,0.2934821
165,0.022300604166666668
166,0.0222526
167,0.022172508333333334
168,0.022466116666666664
169,0.022754433333333334
170,0.022994650000000002
171,0.023475045833333333
172,0.024238458333333334
173,0.024377274999999997
174,0.024633570833333333
175,0.0246015375
176,0.024478762499999997
177,0.024211754166666665
178,0.024104954166666668
179,0.02396080833333333
180,0.023645825000000002
181,0.023282887500000002
182,0.022967941666666665
183,0.022653025
184,0.022492866666666667
185,0.022231245833333337
186,0.02194822083333333
187,0.021926858333333334
188,0.021590504166666667
189,0.02152110416666667
190,0.021435654166666665
191,0.021398279166666666
192,0.0211793625
193,0.021051233333333332
